"source","target","id","developer_comments"
"balloon#a60165e8476cf31972d224d67d81206c","又是[emb exp='tf.names.NPC.me']的事啊，你就适可而止吧。","balloon#a60165e8476cf31972d224d67d81206c","机翻辅助：

又是[emb exp='tf.names.NPC.me']的事啊，你就适可而止吧。

又是[emb exp='tf.names.NPC.me']的话，你适可而止吧。

又是[emb exp='tf.names.NPC.me']的事情吗？给我适可而止一点。"
"balloon#1307a477c7fee5811df3990c0ed17783","可是，我就是想听……","balloon#1307a477c7fee5811df3990c0ed17783","机翻辅助：

可是，我就是想听……

但是，想听你说……

但是，我想听你说……"
"balloon#2b921f60b1f651f1be46fad7ee76e7ed","该不会认错人了吧……？","balloon#2b921f60b1f651f1be46fad7ee76e7ed","机翻辅助：

该不会认错人了吧……？

不是认错人了吗……？

不会认错人了吧……？"
"balloon#01d993efd9cba6e4e3d9826d373a8764","[emb exp='tf.names.NPC.me']可没搭过那班船。","balloon#01d993efd9cba6e4e3d9826d373a8764","机翻辅助：

[emb exp='tf.names.NPC.me']可没搭过那班船。

[emb exp='tf.names.NPC.me']不能乘坐那个航班。

[emb exp='tf.names.NPC.me']不会搭那班飞机的。"
"balloon#9c1a2d238dba9a227727e6958e4f48f5","……","balloon#9c1a2d238dba9a227727e6958e4f48f5",""
"balloon#d3125c1e7c577b9f036f65962f4ad258","和[emb exp='tf.names.itsuki.makino']的证词矛盾……","balloon#d3125c1e7c577b9f036f65962f4ad258","机翻辅助：

和[emb exp='tf.names.itsuki.makino']的证词矛盾……"
"balloon#a5f58e99d55d124e0ea76246d528ea1e","这件事我也有跟警察说过，所以就顺便告诉你吧。","balloon#a5f58e99d55d124e0ea76246d528ea1e","机翻辅助：

这件事我也有跟警察说过，所以就顺便告诉你吧。

我已经跟警察说过了，也跟你说一声吧。

因为也和警察说过了，所以也告诉你吧。"
"balloon#33b48628b62538bc94a415539b7c4f5d","虽然我有把船票交给警察，不过昨天……","balloon#33b48628b62538bc94a415539b7c4f5d","机翻辅助：

虽然我有把船票交给警察，不过昨天……

船票已经交给警察了，但是昨天……

船票已经交给警察了，昨天……"
"balloon#d8ae40f4f5e35c6c703267d6c8f8bd87","[font color=@3]我搭了17:00发车，19:20抵达的[resetfont]联络船，从[font color=@3]本土回到岛上。[resetfont]","balloon#d8ae40f4f5e35c6c703267d6c8f8bd87","机翻辅助：

[font color=@3]我搭了17:00发车，19:20抵达的[resetfont]联络船，从[font color=@3]本土回到岛上。[resetfont]

[font color=@3]乘坐17:00出发19:20到达的联络船，从本土回到了岛上。[resetfont][font color=@3][resetfont]

[font color=@3]坐17:00出发19:20到达的渡轮，从本土回到岛上。[resetfont][font color=@3][resetfont]"
"balloon#ec565fafa7edd8b5cc886815d274309a","所以[emb exp='tf.names.itsuki.NPC']在那个时间，[font color=@3]搭了联络船[resetfont]吗？","balloon#ec565fafa7edd8b5cc886815d274309a","机翻辅助：

所以[emb exp='tf.names.itsuki.NPC']在那个时间，[font color=@3]搭了联络船[resetfont]吗？

[emb exp='tf.names.itsuki.NPC']在那个时间乘坐了联络船吗。[font color=@3][resetfont]

[emb exp='tf.names.itsuki.NPC']在那个时间，乘坐的是渡轮吗？[font color=@3][resetfont]"
"balloon#944d897830182a59d9af38eaabb9dcd4","和[emb exp='tf.names.itsuki.makino']的证词矛盾……[l][chara_mod time=""@f1"" name=""主人公"" face=""confused""]这是怎么回事？","balloon#944d897830182a59d9af38eaabb9dcd4","机翻辅助：

和[emb exp='tf.names.itsuki.makino']的证词矛盾……[l][chara_mod time=""@f1"" name=""主人公"" face=""confused""]这是怎么回事？

和[emb exp='tf.names.itsuki.makino']的证词矛盾……[l][chara_mod time=""@f1"" name=""主人公"" face=""confused""]这是怎么回事呢？"
"speaker_主人公","主人公","speaker_主人公",""
