"source","target","id","developer_comments"
"[0]/text","犯案时间，是指发生小骚动的时间吧。","[0]/text","机翻辅助：

犯案时间，是指发生小骚动的时间吧。

犯案时间就是发生骚乱的时间。

犯罪时间是发生骚乱的时间吧。"
"[1]/text","不在场证明，是吗？","[1]/text","机翻辅助：

不在场证明，是吗？

不在场证明吗。

不在场证明吗？"
"[2]/text","……犯案时间，我想想。！","[2]/text","机翻辅助：

……犯案时间，我想想。！

……犯罪时间，是啊。"
"[3]/text","你一定回答得出来吧，[emb exp='tf.names.kumiko_p.itsuki']！","[3]/text","机翻辅助：

你一定回答得出来吧，[emb exp='tf.names.kumiko_p.itsuki']！

如果是你的话就能回答了吧，[emb exp='tf.names.kumiko_p.itsuki']！

你能回答的吧，[emb exp='tf.names.kumiko_p.itsuki']！"
"[4]/text","呃，这个……","[4]/text","机翻辅助：

呃，这个……

呃、呃……

嗯、嗯……"
"[6]/text","………………","[6]/text",""
"[7]/text","…………","[7]/text",""
"[8]/text","……","[8]/text",""
"[10]/text","……咦，你是认真的吗？[l]
[chara_mod time='@f1' name='久美子' face='confused'][emb exp='tf.names.kumiko_p.itsuki']……","[10]/text","机翻辅助：

……咦，你是认真的吗？[l]
[chara_mod time='@f1' name='久美子' face='confused'][emb exp='tf.names.kumiko_p.itsuki']……

……诶，你是认真说的吗？[l]
[chara_mod time='@f1' name='久美子' face='confused'][emb exp='tf.names.kumiko_p.itsuki']……"
"[13]/text","我那个时间的确和[emb exp='tf.names.kamishiro.itsuki']在一起……","[13]/text","机翻辅助：

我那个时间的确和[emb exp='tf.names.kamishiro.itsuki']在一起……

确实那个时间和[emb exp='tf.names.kamishiro.itsuki']在一起……

那个时间确实是和[emb exp='tf.names.kamishiro.itsuki']在一起……"
"[14]/text","………………","[14]/text",""
"[15]/text","…………","[15]/text",""
"[16]/text","……","[16]/text",""
"[18]/text","对啊，谢谢你。[l]
[chara_mod time='@f1' name='久美子' face='what'][emb exp='tf.names.kumiko_p.itsuki']……","[18]/text","机翻辅助：

对啊，谢谢你。[l]
[chara_mod time='@f1' name='久美子' face='what'][emb exp='tf.names.kumiko_p.itsuki']……

是啊，谢谢。[l]
[chara_mod time='@f1' name='久美子' face='what'][emb exp='tf.names.kumiko_p.itsuki']……"
"[21]/text","………………","[21]/text",""
"[22]/text","…………","[22]/text",""
"[23]/text","……","[23]/text",""
"[25]/text","你现在才说这个做什么？[l]
[chara_mod time='@f1' name='久美子' face='confused'][emb exp='tf.names.kumiko_p.itsuki']……","[25]/text","机翻辅助：

你现在才说这个做什么？[l]
[chara_mod time='@f1' name='久美子' face='confused'][emb exp='tf.names.kumiko_p.itsuki']……

你现在在说什么？[l]
[chara_mod time='@f1' name='久美子' face='confused'][emb exp='tf.names.kumiko_p.itsuki']……

事到如今，你在说什么呢？[l]
[chara_mod time='@f1' name='久美子' face='confused'][emb exp='tf.names.kumiko_p.itsuki']……"
"[28]/text","顺带一提，[emb exp='tf.names.ebihara_p.me']在骚动发生前都和[emb exp='tf.names.ebihara_p.yohei']在一起哦！","[28]/text","机翻辅助：

顺带一提，[emb exp='tf.names.ebihara_p.me']在骚动发生前都和[emb exp='tf.names.ebihara_p.yohei']在一起哦！

顺便说一下，[emb exp='tf.names.ebihara_p.me']在骚动之前一直和[emb exp='tf.names.ebihara_p.yohei']在一起哦！

顺便一提，直到骚动之前[emb exp='tf.names.ebihara_p.me']还和[emb exp='tf.names.ebihara_p.yohei']在一起呢！"
