"source","target","id","developer_comments"
"balloon#583f7be9a9169decbdeb5973474da03f","[emb exp='f.npc_sysname']の疑問「[emb exp='f.doubt.title']」に対する答えの推理を伝えた。","balloon#583f7be9a9169decbdeb5973474da03f",""
"balloon#d8e63b4e5116f097315104e25c693f24","なるほど、その推理なら[emb exp='tf.names.NPC.me']も[font color=@3]納得できる[resetfont]よ。","balloon#d8e63b4e5116f097315104e25c693f24","NPC"
"balloon#f5e70999fa997344f19f38f2f4af5d76","校庭からの出入りが可能な扉は、子供の力では開けられない。","balloon#f5e70999fa997344f19f38f2f4af5d76","NPC"
"balloon#be1f5c38c4da02e214898b4793bc281a","[emb exp='tf.names.NPC.utaha']が隠れていた近くのフェンスに、小さな抜け穴が存在した。","balloon#be1f5c38c4da02e214898b4793bc281a","NPC"
"balloon#e4bc631c5fac35bade8f470c65a7bd1b","そして、抜け穴の先で見つかったのが[emb exp='tf.names.NPC.utaha']の靴……。","balloon#e4bc631c5fac35bade8f470c65a7bd1b","NPC"
"balloon#147d1ded20004af767d5893c3a6aa106","小さな子供があんな場所を、靴もなく歩き回ることは難しい。","balloon#147d1ded20004af767d5893c3a6aa106","NPC"
"balloon#dbaa887d2db86a1768b55944aecea610","これはたしかに、事件性を疑うべき状況だろう。","balloon#dbaa887d2db86a1768b55944aecea610","NPC"
"balloon#eb850b4f79ccdd59b4c227e547f68933","はい、[emb exp='tf.names.itsuki_p.utaha']は誰かに連れ去られた可能性があります。","balloon#eb850b4f79ccdd59b4c227e547f68933","主人公"
"balloon#a58296e0818cb061823f55c8135c8c87","捜査への協力、感謝するよ。","balloon#a58296e0818cb061823f55c8135c8c87","NPC"
"balloon#429323690f059ae3eeb506e744b67d3b","少しは君のことを信用しても良さそうだ。","balloon#429323690f059ae3eeb506e744b67d3b","NPC"
"balloon#734618aedb2c4d9919811d85ccba8fc8","それ、本当かい？","balloon#734618aedb2c4d9919811d85ccba8fc8","NPC"
"balloon#8e6ba8d73bd7f716d70d4a3082cd3bcd","その推理は、[font color=@3]ちょっと違う[resetfont]と思うな……。","balloon#8e6ba8d73bd7f716d70d4a3082cd3bcd","NPC"
"balloon#0712fd0d86d74b1a8b4889e19d76fa10","その推理は、[font color=@3]まったく違う[resetfont]と思うな……。","balloon#0712fd0d86d74b1a8b4889e19d76fa10","NPC"
"balloon#1e1cf5cccd0db3c354cfe8155bc07842","[emb exp='tf.names.itsuki_p.NPC']の疑問に答えられなくて、申し訳ないです……。","balloon#1e1cf5cccd0db3c354cfe8155bc07842","主人公"
"balloon#3f14f54a0059a384cb2c1ed159509ebc","いえ、気にしないでください。","balloon#3f14f54a0059a384cb2c1ed159509ebc","NPC"
"balloon#fbd7aa1712f85a3e0751efb24baad9aa","この件ですが……","balloon#fbd7aa1712f85a3e0751efb24baad9aa","NPC"
"balloon#7f9596dbf210852e4ba57e2bac1a5a12","[font color=@3]事件性を示す具体的な物証[resetfont]を、見つける必要がありそうです。","balloon#7f9596dbf210852e4ba57e2bac1a5a12","NPC"
"balloon#e013bd3d768ff29637bc26b8ce8a57a1","諦めるわけにはいかない。","balloon#e013bd3d768ff29637bc26b8ce8a57a1","主人公"
"balloon#904b671090a60f13d9f66c36b451dde1","[font color=@3]事件と思えるなにか[resetfont]がないか、もう一度手がかりを見直してみよう。","balloon#904b671090a60f13d9f66c36b451dde1","主人公"
"speaker_主人公","主人公","speaker_主人公",""
