"source","target","id","developer_comments"
"balloon#583f7be9a9169decbdeb5973474da03f","[emb exp='f.npc_sysname']の疑問「[emb exp='f.doubt.title']」に対する答えの推理を伝えた。","balloon#583f7be9a9169decbdeb5973474da03f",""
"balloon#f80241d0f8190302346c733f50e5e5b5","ほう、その推理なら[font color=@3]納得できる[resetfont]！","balloon#f80241d0f8190302346c733f50e5e5b5","NPC"
"balloon#da16cd8f36704b3031d411a9561810bf","アリバイねぇ、よく調べあげたもんだ……。","balloon#da16cd8f36704b3031d411a9561810bf","NPC"
"balloon#3d643550ab0a8c5188e2a01612536839","これは……[l][chara_mod time=""@f1"" name=""NPC"" face=""confused""]失敬した！","balloon#3d643550ab0a8c5188e2a01612536839","NPC"
"balloon#44a64f1df1b1d14bae2eb1fcc92da789","疑ってしまって、申し訳ない。","balloon#44a64f1df1b1d14bae2eb1fcc92da789","NPC"
"balloon#be854dfd4b3ed0376cdffc7f3e3322ad","教師として、あるまじき態度だった。","balloon#be854dfd4b3ed0376cdffc7f3e3322ad","NPC"
"balloon#ad0b0794691cdedd78f0c30ad1bcbe82","いえ、わかってもらえたなら大丈夫です！","balloon#ad0b0794691cdedd78f0c30ad1bcbe82","主人公"
"balloon#fc41fb3fae1cb5384c7791bd7b0be9a4","[emb exp='tf.names.NPC.itsuki']、なかなか賢いじゃないか……。","balloon#fc41fb3fae1cb5384c7791bd7b0be9a4","NPC"
"balloon#2784f5d8cce053f4ab373e5ad39d46aa","どうだい、うちの学校で学んでみないかね？","balloon#2784f5d8cce053f4ab373e5ad39d46aa","NPC"
"balloon#e671e8c6465ceb5facecc19d8b393506","あ、ありがとうございます……[l][chara_mod time=""@f1"" name=""主人公"" face=""smile""]考えておきます。","balloon#e671e8c6465ceb5facecc19d8b393506","主人公"
"balloon#727314f33af5ccf22ee5eb4aeeab7367","それは、結構。","balloon#727314f33af5ccf22ee5eb4aeeab7367","NPC"
"balloon#fbb4f5bd7a8b90889491e8f9a93a797e","では、また頼らせてもらうとしよう。","balloon#fbb4f5bd7a8b90889491e8f9a93a797e","NPC"
"balloon#bfb790c96f7db58d0aba1835abe3556d","影山への質問が可能になりました。","balloon#bfb790c96f7db58d0aba1835abe3556d",""
"balloon#3352362ceed8d2ef9d3d4298175e3021","本当にぃ？","balloon#3352362ceed8d2ef9d3d4298175e3021","NPC"
"balloon#6eba0ca0638ba4db01e90912efe61bde","その推理は、[font color=@3]ちょっと違う[resetfont]と思うがね。","balloon#6eba0ca0638ba4db01e90912efe61bde","NPC"
"balloon#e554e6c642ec035c8545da01a48db3aa","その推理は、[font color=@3]まったく違う[resetfont]と思うがね。","balloon#e554e6c642ec035c8545da01a48db3aa","NPC"
"balloon#1e1cf5cccd0db3c354cfe8155bc07842","[emb exp='tf.names.itsuki_p.NPC']の疑問に答えられなくて、申し訳ないです……。","balloon#1e1cf5cccd0db3c354cfe8155bc07842","主人公"
"balloon#233df970d45e103816a764ca3739c518","最初から[emb exp='tf.names.NPC.itsuki']には、期待しとらんからね。","balloon#233df970d45e103816a764ca3739c518","NPC"
"balloon#262e0b4cfb3f501f64de622405e340e1","まぁ、強いていうなら……","balloon#262e0b4cfb3f501f64de622405e340e1","NPC"
"balloon#4c40fd482e49107073f09c6d7e13998f","[font color=@3][emb exp='tf.names.NPC.utaha']がいなくなった時間の、[emb exp='tf.names.NPC.itsuki']の行動[resetfont]を知りたかったんだがね。","balloon#4c40fd482e49107073f09c6d7e13998f","NPC"
"balloon#e013bd3d768ff29637bc26b8ce8a57a1","諦めるわけにはいかない。","balloon#e013bd3d768ff29637bc26b8ce8a57a1","主人公"
"balloon#ef57dcf9e48952f55b8b4c5131509856","[font color=@3][emb exp='tf.names.itsuki_p.me']のアリバイ[resetfont]を証明する方法がないか、今一度手がかりを見直してみよう。","balloon#ef57dcf9e48952f55b8b4c5131509856","主人公"
"speaker_主人公","主人公","speaker_主人公",""
