"source","target","id","developer_comments"
"balloon#f59e58b4510accd2a4291cba7ac4e398","嗯？你在那里做什么呢？","balloon#f59e58b4510accd2a4291cba7ac4e398","机翻辅助：

嗯？她们在那里做什么？

嗯，在那种地方干什么呢？

嗯，在那种地方做什么呢？"
"balloon#88c3b0a74852ddc73e45f3285f36cff9","好像在东张西望。","balloon#88c3b0a74852ddc73e45f3285f36cff9","机翻辅助：

她东张西望。

东张西望。"
"balloon#a42e97f24bf7fbbbdf8bd6bb71577e50","没有耶。","balloon#a42e97f24bf7fbbbdf8bd6bb71577e50","机翻辅助：

没有耶。

没有啊。"
"balloon#66c15d3a99f65a1c0a67bf3875da1d4e","嗯～没有没有。","balloon#66c15d3a99f65a1c0a67bf3875da1d4e","机翻辅助：

嗯～没有没有。

嗯，没有没有。

嗯，没有。"
"balloon#6a8cf7fb4e9b9bf236894f5ecc757741","[emb exp='tf.names.itsuki.NPC']！[l]
怎么了，你弄丢什么了吗？","balloon#6a8cf7fb4e9b9bf236894f5ecc757741","机翻辅助：

[emb exp='tf.names.itsuki.NPC']！[l]
怎么了，你弄丢什么了吗？

[emb exp='tf.names.itsuki.NPC']！[l]
怎么了，丢了什么？

[emb exp='tf.names.itsuki.NPC']！[l]
怎么了，丢了什么吗？"
"balloon#ee95ffead10bf9baac7f28baaa6972d8","嗯～～真的要问吗？","balloon#ee95ffead10bf9baac7f28baaa6972d8","机翻辅助：

嗯～～真的要问吗？

嗯，那个，要听吗？

嗯，你听了吗？"
"balloon#4ed5ef271a837d30a48d9b69f6d31ecb","现在在这里？","balloon#4ed5ef271a837d30a48d9b69f6d31ecb","机翻辅助：

现在在这里？"
"balloon#274a46dd47f1909a29740343f1cba47a","听、听你这么一说，我反而更在意了……","balloon#274a46dd47f1909a29740343f1cba47a","机翻辅助：

听、听她这么一说，我反而更在意了……

你这么说，我更在意了……

啊，这样说的话，会更加在意的……"
"balloon#1061e7be0e326d0a6f625e02cd211af6","没有没有没有，没有啦～！","balloon#1061e7be0e326d0a6f625e02cd211af6","机翻辅助：

没有没有没有，没有啦～！

没有没有没有，没有啊～！

没有，没有！"
"balloon#1af031d5cfd5d3dca84fb0756d70ad07","啊啊，等一下！","balloon#1af031d5cfd5d3dca84fb0756d70ad07","机翻辅助：

啊啊，等一下！

啊，等一下！"
"speaker_主人公","主人公","speaker_主人公",""
