"source","target","id","developer_comments"
"balloon#a892188d3f325fe7c1796b03ea347f68","喂喂，这本记事本是怎么回事！？","balloon#a892188d3f325fe7c1796b03ea347f68","机翻辅助：

喂喂，这本记事本是怎么回事！？

喂喂，那张便条纸是什么！？

喂喂，那张便条纸怎么了？？"
"balloon#2edca0a9377a00b501aa9a3b7a8a5733","这是我今天早上放在厨房里的……","balloon#2edca0a9377a00b501aa9a3b7a8a5733","机翻辅助：

这是我今天早上放在厨房里的……

这是我今天早上放在厨房里的东西……

是我今天早上放在厨房的家伙……"
"balloon#3d485270ba095d3a5ec4365e6f7676c6","你过来一下，我们一起看看吧！","balloon#3d485270ba095d3a5ec4365e6f7676c6","机翻辅助：

你过来一下，我们一起看看吧！

过来这边，一起看啊！

过来一下，一起看吧！"
"balloon#a9d610db77748b1095105d8e805054a4","是、是的！","balloon#a9d610db77748b1095105d8e805054a4","机翻辅助：

是、是的！

是、是！

好、好！"
"balloon#7a59baf660f254ea5b2201e972fd4e41","……怎么了？","balloon#7a59baf660f254ea5b2201e972fd4e41","机翻辅助：

……怎么了？

……是什么呢？

……什么呢？"
"balloon#51a55067ec4cc21c88f27bd05edf1442","奇怪，这本记事本被拆封了。","balloon#51a55067ec4cc21c88f27bd05edf1442","机翻辅助：

奇怪，这本记事本被拆封了。

奇怪，被开封了。

奇怪，开封了。"
"balloon#1b1ebc4388f8313d11dd35f57af7a154","而且，还有使用过的痕迹。","balloon#1b1ebc4388f8313d11dd35f57af7a154","机翻辅助：

而且，还有使用过的痕迹。

而且，也有被使用的痕迹。

而且，也有被使用过的痕迹。"
"balloon#772b799ce652b9eef6823a137c89d643","[emb exp='tf.names.NPC.me']今天早上放在这里的时候，是[font color=@3]未拆封的全新品[resetfont]哦。","balloon#772b799ce652b9eef6823a137c89d643","机翻辅助：

[emb exp='tf.names.NPC.me']今天早上放在这里的时候，是[font color=@3]未拆封的全新品[resetfont]哦。

[emb exp='tf.names.NPC.me']今天早上放在这里的时候是未开封的新品。[font color=@3][resetfont]

[emb exp='tf.names.NPC.me']今天早上放在这里的时候，[font color=@3]还是未开封的新品哦。[resetfont]"
"balloon#eaa13e477abe08ab6f37042bccb4bde7","也就是说，有人在玄关前发现“神隐之印”之前使用过这本记事本。","balloon#eaa13e477abe08ab6f37042bccb4bde7","机翻辅助：

也就是说，有人在玄关前发现“神隐之印”之前使用过这本记事本。

也就是说，有人在玄关前发现“神隐之印”之前使用了记事本吗。

也就是说，在大门前发现“神隐之印”之前，有人用过记事本吗？"
"speaker_主人公","主人公","speaker_主人公",""
