"source","target","id","developer_comments"
"balloon#1a09b74f44924900b035f1400059fa7f","竟然直接问[emb exp='tf.names.NPC.me']……","balloon#1a09b74f44924900b035f1400059fa7f","机翻辅助：

竟然直接问[emb exp='tf.names.NPC.me']……

你竟然直接问[emb exp='tf.names.NPC.me']那个……

竟然直接问[emb exp='tf.names.NPC.me']这个问题……"
"balloon#f23a96c51c6655bb6a438deba8e8995b","[emb exp='tf.names.NPC.itsuki']是在怀疑[emb exp='tf.names.NPC.me']吗？","balloon#f23a96c51c6655bb6a438deba8e8995b","机翻辅助：

[emb exp='tf.names.NPC.itsuki']是在怀疑[emb exp='tf.names.NPC.me']吗？

[emb exp='tf.names.NPC.itsuki']在怀疑[emb exp='tf.names.NPC.me']吗？"
"balloon#ec605fc5eb1c8701a2ec25e4befb7c55","不、不是那样……","balloon#ec605fc5eb1c8701a2ec25e4befb7c55","机翻辅助：

不、不是那样……

不、不是这样的……

不、不是那样的……"
"balloon#1d02cc8ae06a5b8009100c105cd5f4a7","不过，我们的确刚好错过。","balloon#1d02cc8ae06a5b8009100c105cd5f4a7","机翻辅助：

不过，我们的确刚好错过。

嗯，正好搞错了是事实。

唉，确实是正好弄错了。"
"balloon#88346dc688530a50e1f47911ffcd3513","不管问[emb exp='tf.names.NPC.daisuke']还是[emb exp='tf.names.NPC.makino']，都会得到同样的回答吧。","balloon#88346dc688530a50e1f47911ffcd3513","机翻辅助：

不管问[emb exp='tf.names.NPC.daisuke']还是[emb exp='tf.names.NPC.makino']，都会得到同样的回答吧。

无论问[emb exp='tf.names.NPC.daisuke']还是[emb exp='tf.names.NPC.makino']，都能得到同样的回答吧。

不管问哪个[emb exp='tf.names.NPC.daisuke']，应该都会得到同样的回答吧。[emb exp='tf.names.NPC.makino']"
"balloon#9c1a2d238dba9a227727e6958e4f48f5","……","balloon#9c1a2d238dba9a227727e6958e4f48f5",""
"balloon#2fdfe74c468902f8972cb6aa9482fb02","[emb exp='tf.names.itsuki.NPC']没有特别否定自己的行动。","balloon#2fdfe74c468902f8972cb6aa9482fb02","机翻辅助：

[emb exp='tf.names.itsuki.NPC']没有特别否定自己的行动。

[emb exp='tf.names.itsuki.NPC']对自己的行为并没有特别的否定。

[emb exp='tf.names.itsuki.NPC']并没有特别否定自己的行为。"
"balloon#9187f2d27bf40a1a9e9738be8c61ccf4","在那之后的事，应该也全被柜台的[emb exp='tf.names.NPC.daisuke']知道了，所以我先说清楚。","balloon#9187f2d27bf40a1a9e9738be8c61ccf4","机翻辅助：

在那之后的事，应该也全被柜台的[emb exp='tf.names.NPC.daisuke']知道了，所以我先说清楚。

之后的事情也会被在前台的[emb exp='tf.names.NPC.daisuke']知道，我先告诉你。

那之后的事情，对接待处的[emb exp='tf.names.NPC.daisuke']来说也是可以理解的，所以先说吧。"
"balloon#a6e20a9d7e20fb1bafb3410d14bd7b69","[font color=@3]从13:50到13:56[resetfont]为止，[emb exp='tf.names.NPC.me']和[font color=@3][emb exp='tf.names.NPC.chiyo'][resetfont]一起在厨房。","balloon#a6e20a9d7e20fb1bafb3410d14bd7b69","机翻辅助：

[font color=@3]从13:50到13:56[resetfont]为止，[emb exp='tf.names.NPC.me']和[font color=@3][emb exp='tf.names.NPC.chiyo'][resetfont]一起在厨房。

[font color=@3]从13:50到13:56，[emb exp='tf.names.NPC.me']在厨房和[emb exp='tf.names.NPC.chiyo']在一起。[resetfont][font color=@3][resetfont]"
"balloon#4363c9fb648c97a7b233ce10d734c3af","[font color=@3][emb exp='tf.names.itsuki.NPC'][resetfont]和[emb exp='tf.names.itsuki.chiyo']在一起吗？","balloon#4363c9fb648c97a7b233ce10d734c3af","机翻辅助：

[font color=@3][emb exp='tf.names.itsuki.NPC'][resetfont]和[emb exp='tf.names.itsuki.chiyo']在一起吗？

[font color=@3]原来[emb exp='tf.names.itsuki.NPC']和[emb exp='tf.names.itsuki.chiyo']在一起。[resetfont]

[font color=@3][emb exp='tf.names.itsuki.NPC']和[emb exp='tf.names.itsuki.chiyo']在一起吗？[resetfont]"
"speaker_主人公","主人公","speaker_主人公",""
