"source","target","id","developer_comments"
"balloon#7240f88f5b07ccc782ae2cb6a2330597","原来如此……","balloon#7240f88f5b07ccc782ae2cb6a2330597","机翻辅助：

原来如此……"
"balloon#3b18641e623c194c99c43df784bca3db","[emb exp='tf.names.NPC.itsuki']说了很有趣的话呢。","balloon#3b18641e623c194c99c43df784bca3db","机翻辅助：

[emb exp='tf.names.NPC.itsuki']说了很有趣的话呢。

[emb exp='tf.names.NPC.itsuki']会说很有趣的话呢。

[emb exp='tf.names.NPC.itsuki']说的话真有趣。"
"balloon#0347a63c898ccf6fd5d63fdfac1224eb","不好意思，可是……","balloon#0347a63c898ccf6fd5d63fdfac1224eb","机翻辅助：

不好意思，可是……

对不起，但是……"
"balloon#ce2e7daf6a8140852b92fbb62d157aad","哈哈，你是不是玩侦探游戏玩过头啦？","balloon#ce2e7daf6a8140852b92fbb62d157aad","机翻辅助：

哈哈，你是不是玩侦探游戏玩过头啦？

哈哈，侦探游戏玩得太过火了吧？

哈哈，是不是侦探游戏玩得太过分了？"
"balloon#5aa797e974405045283aa195d9280f59","而且，为什么[emb exp='tf.names.NPC.me']要做那种事？","balloon#5aa797e974405045283aa195d9280f59","机翻辅助：

而且，为什么[emb exp='tf.names.NPC.me']要做那种事？

而且为什么[emb exp='tf.names.NPC.me']会做那样的事？

而且，[emb exp='tf.names.NPC.me']为什么要做那种事？"
"balloon#8707f9c1fa04410affde22d2eedaddbe","你能说明吗？","balloon#8707f9c1fa04410affde22d2eedaddbe","机翻辅助：

你能说明吗？

你能解释吗？

能说明吗？"
"balloon#54f713e6abfae6d985432c0292935ee6","呃，这个嘛……","balloon#54f713e6abfae6d985432c0292935ee6","机翻辅助：

呃，这个嘛……

不，那是……"
"balloon#f51d049336a94b02c758bd6f6f4388ad","……我想也是。","balloon#f51d049336a94b02c758bd6f6f4388ad","机翻辅助：

……我想也是。

……吧。

……是吧。"
"balloon#a95fb17bf0642fbf41230c09e70cd610","算了，反正迟早会真相大白。","balloon#a95fb17bf0642fbf41230c09e70cd610","机翻辅助：

算了，反正迟早会真相大白。

算了，总有一天会弄清楚的。

好吧，总有一天会弄清楚的。"
"balloon#03519a845f724669424ee2140b134a4f","[emb exp='tf.names.itsuki.NPC']……","balloon#03519a845f724669424ee2140b134a4f","机翻辅助：

[emb exp='tf.names.itsuki.NPC']……"
"speaker_主人公","主人公","speaker_主人公",""
