"source","target","id","developer_comments"
"balloon#a065e78aa120319b46616cf6adc40d78","音もなく消えるなんてな……。","balloon#a065e78aa120319b46616cf6adc40d78","NPC"
"balloon#9561ee6435a536e990a71e03b39ab8d6","まったく、不思議なこともあるもんだ。","balloon#9561ee6435a536e990a71e03b39ab8d6","NPC"
"balloon#3d68fabe590efe8878597323d4d62901","そういえばよ、なにか見落としがないか、さっき家ん中を探し回ったんだが……","balloon#3d68fabe590efe8878597323d4d62901","NPC"
"balloon#f95b074b63d1f8e2294c5a53986a64aa","気になるものを見つけたんだ。","balloon#f95b074b63d1f8e2294c5a53986a64aa","NPC"
"balloon#a12015f8d3b173685f1274292e2c4395","ついてきてくれ！","balloon#a12015f8d3b173685f1274292e2c4395","NPC"
"balloon#a9d610db77748b1095105d8e805054a4","は、はい！","balloon#a9d610db77748b1095105d8e805054a4","主人公"
"balloon#b491fe5c5422c9b1dce6f04fbfd28421","……これは、なんでしょう？","balloon#b491fe5c5422c9b1dce6f04fbfd28421","主人公"
"balloon#d6fb32e47d3f3cd53b0608cccbe7e48c","[emb exp='tf.names.NPC.chiyo']は、普段からしっかり戸締りをしてるんだけどよ……","balloon#d6fb32e47d3f3cd53b0608cccbe7e48c","NPC"
"balloon#518761540a633734d845d5ffa504f30f","なぜか[emb exp='tf.names.NPC.chiyo']の寝室の[font color=@3]小窓の鍵が開いていた[resetfont]んだ。","balloon#518761540a633734d845d5ffa504f30f","NPC"
"balloon#44d7e29f9087090a8ea0cf5250f8f7f6","たしかに、[font color=@3]小窓の鍵が開いた状態になっている[resetfont]みたいだ。","balloon#44d7e29f9087090a8ea0cf5250f8f7f6","主人公"
"speaker_主人公","主人公","speaker_主人公",""
