"source","target","id","developer_comments"
"balloon#7240f88f5b07ccc782ae2cb6a2330597","なるほど……","balloon#7240f88f5b07ccc782ae2cb6a2330597","NPC"
"balloon#3b18641e623c194c99c43df784bca3db","[emb exp='tf.names.NPC.itsuki']は、ずいぶん面白いことを言うんだね。","balloon#3b18641e623c194c99c43df784bca3db","NPC"
"balloon#0347a63c898ccf6fd5d63fdfac1224eb","すいません、でも……。","balloon#0347a63c898ccf6fd5d63fdfac1224eb","主人公"
"balloon#ce2e7daf6a8140852b92fbb62d157aad","ははっ、探偵ごっこのやりすぎなんじゃないかな？","balloon#ce2e7daf6a8140852b92fbb62d157aad","NPC"
"balloon#5aa797e974405045283aa195d9280f59","それになぜ、[emb exp='tf.names.NPC.me']がそんなことを？","balloon#5aa797e974405045283aa195d9280f59","NPC"
"balloon#8707f9c1fa04410affde22d2eedaddbe","説明できるかい？","balloon#8707f9c1fa04410affde22d2eedaddbe","NPC"
"balloon#54f713e6abfae6d985432c0292935ee6","いや、それは……。","balloon#54f713e6abfae6d985432c0292935ee6","主人公"
"balloon#f51d049336a94b02c758bd6f6f4388ad","……だろうね。","balloon#f51d049336a94b02c758bd6f6f4388ad","NPC"
"balloon#a95fb17bf0642fbf41230c09e70cd610","まあいい、いずれはっきりするはずだ。","balloon#a95fb17bf0642fbf41230c09e70cd610","NPC"
"balloon#03519a845f724669424ee2140b134a4f","[emb exp='tf.names.itsuki.NPC']……。","balloon#03519a845f724669424ee2140b134a4f","主人公"
"speaker_主人公","主人公","speaker_主人公",""
