"source","target","id","developer_comments"
"balloon#a75971a9a209da087a77211f76fd77a8","たしか昔この島にいた警察官だね？","balloon#a75971a9a209da087a77211f76fd77a8","NPC"
"balloon#346aaa75dc2aa11be3c201fd646bffb1","[emb exp='tf.names.NPC.me']は、彼と面識がないんだ。","balloon#346aaa75dc2aa11be3c201fd646bffb1","NPC"
"balloon#9c1a2d238dba9a227727e6958e4f48f5","……。","balloon#9c1a2d238dba9a227727e6958e4f48f5","NPC"
"balloon#b3f1a36e0e49417ea985cc60c8cc0a04","どうやら、[emb exp='tf.names.itsuki.NPC']は[emb exp='tf.names.itsuki.mashima']のことをまったく知らないようだ。","balloon#b3f1a36e0e49417ea985cc60c8cc0a04","主人公"
"balloon#c74a8705ee880916a33a10b4734e3d19","あぁ、でも昔の話といえば、気になることがある。","balloon#c74a8705ee880916a33a10b4734e3d19","NPC"
"balloon#b7e4f4e2dbbf96bcf6a1e0b2c46223fb","君のお父さんのことなんだけど……。","balloon#b7e4f4e2dbbf96bcf6a1e0b2c46223fb","NPC"
"balloon#2f4ffe96e0dd3922bff4020ebb1b66e2","[emb exp='tf.names.NPC.me']が、以前から“式音島の神隠し”を調べてるなんて話をしたら……","balloon#2f4ffe96e0dd3922bff4020ebb1b66e2","NPC"
"balloon#0d620381fd61a76fa1eb0a8c944ccddf","いったい[font color=@3]どこまで調べがついているのか[resetfont]と、聞かれてね。","balloon#0d620381fd61a76fa1eb0a8c944ccddf","NPC"
"balloon#5becadb0ba5ea6087326e43dfbc86019","[font color=@3][emb exp='tf.names.itsuki.jin']は“式音島の神隠し”に興味を抱いていた[resetfont]のか。","balloon#5becadb0ba5ea6087326e43dfbc86019","主人公"
"speaker_主人公","主人公","speaker_主人公",""
