"source","target","id","developer_comments"
"balloon#3cd58f172eb1354c014ef8c1a823d2f1","没想到又得亲眼目睹亲朋好友的遗体了。","balloon#3cd58f172eb1354c014ef8c1a823d2f1","机翻辅助：

没想到又得亲眼目睹亲朋好友的遗体了。

另外，竟然能看到亲近的人的遗体。

没想到又看到了亲近之人的遗体。"
"balloon#46137db59f5535694f927cbe7d119112","即使是医生的[emb exp='tf.names.NPC.me']，这样连续看了这么多……[l][chara_mod time=""@f1"" name=""NPC"" face=""sad""]也快受不了了。","balloon#46137db59f5535694f927cbe7d119112","机翻辅助：

即使是医生的[emb exp='tf.names.NPC.me']，这样连续看了这么多……[l][chara_mod time=""@f1"" name=""NPC"" face=""sad""]也快受不了了。

即使是作为医生的[emb exp='tf.names.NPC.me']，如果继续这样站着看的话……[l][chara_mod time=""@f1"" name=""NPC"" face=""sad""]会忍耐的。

即使是作为医生的[emb exp='tf.names.NPC.me']，这样连续看的话……我能忍。[l][chara_mod time=""@f1"" name=""NPC"" face=""sad""]"
"balloon#f28fbc56b2013da7fc38a866f723c5fb","当然了，亲朋好友的死……[l][chara_mod time=""@f1"" name=""主人公"" face=""sad""]不可能习惯。","balloon#f28fbc56b2013da7fc38a866f723c5fb","机翻辅助：

当然了，亲朋好友的死……[l][chara_mod time=""@f1"" name=""主人公"" face=""sad""]不可能习惯。

当然，亲近的人的死……[l][chara_mod time=""@f1"" name=""主人公"" face=""sad""]不可能习惯。

当然，亲近的人的死……不可能习惯。[l][chara_mod time=""@f1"" name=""主人公"" face=""sad""]"
"balloon#b98612d92fa00c49ac17854a4ea6aca9","那个朋友又通知我验尸的快报了……","balloon#b98612d92fa00c49ac17854a4ea6aca9","机翻辅助：

那个朋友又通知我验尸的快报了……

那个朋友又通知了我验尸的快报……

又是那个朋友告诉我验尸的速报……"
"balloon#e875e79deb4ca7d8e0613d2b7fa621f9","[emb exp='tf.names.NPC.iroha']的推定死亡时间，似乎是昨晚[font color=@3]21:00到21:30之间[resetfont]。","balloon#e875e79deb4ca7d8e0613d2b7fa621f9","机翻辅助：

[emb exp='tf.names.NPC.iroha']的推定死亡时间，似乎是昨晚[font color=@3]21:00到21:30之间[resetfont]。

据说[emb exp='tf.names.NPC.iroha']的死亡推定时间是昨晚的21:00到21:30之间。[font color=@3][resetfont]

[emb exp='tf.names.NPC.iroha']的死亡推定时间是昨晚21:00到21:30之间。[font color=@3][resetfont]"
"balloon#1ecec6f8c342893ef522bed71fe50d2e","死因应该是[font color=@3]双手勒住脖子[resetfont]造成的窒息死亡吧。","balloon#1ecec6f8c342893ef522bed71fe50d2e","机翻辅助：

死因应该是[font color=@3]双手勒住脖子[resetfont]造成的窒息死亡吧。

死因无疑是双手勒死脖子导致的窒息死亡。[font color=@3][resetfont]

死因应该是脖子被双手勒住而窒息死亡。[font color=@3][resetfont]"
"balloon#2b33156a561605077473f61dddc82205","然后[emb exp='tf.names.NPC.iroha']和[emb exp='tf.names.NPC.chiyo']不一样，[font color=@3]有抵抗的痕迹[resetfont]。","balloon#2b33156a561605077473f61dddc82205","机翻辅助：

然后[emb exp='tf.names.NPC.iroha']和[emb exp='tf.names.NPC.chiyo']不一样，[font color=@3]有抵抗的痕迹[resetfont]。

而且[emb exp='tf.names.NPC.iroha']和[emb exp='tf.names.NPC.chiyo']不同，看到了抵抗的痕迹。[font color=@3][resetfont]

而且[emb exp='tf.names.NPC.iroha']和[emb exp='tf.names.NPC.chiyo']不同，有过抵抗的痕迹。[font color=@3][resetfont]"
"balloon#40d7b1c324c9664faac76e71aefb8134","[emb exp='tf.names.itsuki.iroha']的死亡时间，是[font color=@3]在[emb exp='tf.names.itsuki.chiyo']之前[resetfont]吗！","balloon#40d7b1c324c9664faac76e71aefb8134","机翻辅助：

[emb exp='tf.names.itsuki.iroha']的死亡时间，是[font color=@3]在[emb exp='tf.names.itsuki.chiyo']之前[resetfont]吗！

[emb exp='tf.names.itsuki.iroha']去世是在[emb exp='tf.names.itsuki.chiyo']之前吗！[font color=@3][resetfont]

[emb exp='tf.names.itsuki.iroha']是在[emb exp='tf.names.itsuki.chiyo']之前去世的吗！[font color=@3][resetfont]"
"balloon#e1ea51ffa272287ebfc35412b7b13933","[emb exp='tf.names.NPC.me']这个医生想思考的，和刚才一样……","balloon#e1ea51ffa272287ebfc35412b7b13933","机翻辅助：

[emb exp='tf.names.NPC.me']这个医生想思考的，和刚才一样……

作为医生的[emb exp='tf.names.NPC.me']想考虑的事情和刚才一样……

作为医生的[emb exp='tf.names.NPC.me']，想的和刚才一样……"
"balloon#41f7716c971d09b20b3f76c54890136e","[font color=@3]更详细地掌握[emb exp='tf.names.NPC.iroha']被杀害的状况[resetfont]。","balloon#41f7716c971d09b20b3f76c54890136e","机翻辅助：

[font color=@3]更详细地掌握[emb exp='tf.names.NPC.iroha']被杀害的状况[resetfont]。

[font color=@3]我想更详细地了解[emb exp='tf.names.NPC.iroha']被杀害的情况。[resetfont]"
"balloon#184db1fb22ae3499cecf47ac070249c9","[emb exp='tf.names.itsuki.NPC']想知道[font color=@3][emb exp='tf.names.itsuki.iroha'][resetfont]是怎么被杀害的吗？","balloon#184db1fb22ae3499cecf47ac070249c9","机翻辅助：

[emb exp='tf.names.itsuki.NPC']想知道[font color=@3][emb exp='tf.names.itsuki.iroha'][resetfont]是怎么被杀害的吗？

[emb exp='tf.names.itsuki.NPC']想知道[emb exp='tf.names.itsuki.iroha']是怎样被杀害的吗。[font color=@3][resetfont]

[emb exp='tf.names.itsuki.NPC']想知道[emb exp='tf.names.itsuki.iroha']是如何被杀害的吗？[font color=@3][resetfont]"
"balloon#8c41881c07d79f58abcf8c68d973f817","我等着你再告诉我供词。","balloon#8c41881c07d79f58abcf8c68d973f817","机翻辅助：

我等着你再告诉我供词。

我等着你再来听我的自白。

我等着你再给我口供。"
"balloon#f73abd422c511db97cc3c7aaf229b955","……我会努力，让你这次相信我。","balloon#f73abd422c511db97cc3c7aaf229b955","机翻辅助：

……我会努力，让你这次相信我。

……这次一定要努力让你相信我。

……为了这次能得到大家的信任，我会努力的。"
