"source","target","id","developer_comments"
"balloon#4c77caa9a30eb0c496a356e9568148eb","说起[emb exp='tf.names.NPC.me']在意的疑问，就是这样啊……","balloon#4c77caa9a30eb0c496a356e9568148eb","机翻辅助：

说起[emb exp='tf.names.NPC.me']在意的疑问，就是这样啊……

要说[emb exp='tf.names.NPC.me']在意的疑问，是啊……

说到[emb exp='tf.names.NPC.me']好奇的问题，我想想……"
"balloon#1e85159bb790063b40ee323a090a33be","说穿了，我认为这次的骚动[font color=@3][emb exp='tf.names.NPC.mashima']就是犯人[resetfont]。","balloon#1e85159bb790063b40ee323a090a33be","机翻辅助：

说穿了，我认为这次的骚动[font color=@3][emb exp='tf.names.NPC.mashima']就是犯人[resetfont]。

老实说，这次的骚动是[font color=@3][emb exp='tf.names.NPC.mashima']是犯人[resetfont]不是吗。

坦率地说，我认为这次的骚动是[font color=@3][emb exp='tf.names.NPC.mashima']是犯人[resetfont]。"
"balloon#6fe63dc2af9558d924339b9ce57001a1","在发生骚动的照相馆前使用火柴，就不得不怀疑了。","balloon#6fe63dc2af9558d924339b9ce57001a1","机翻辅助：

在发生骚动的照相馆前使用火柴，就不得不怀疑了。

如果是在闹哄哄的照相馆前用火柴的话，那就不得不怀疑了。

如果在吵闹的照相馆前使用火柴的话，不得不怀疑。"
"balloon#edf1340ddeb130154d881ef45381958c","[emb exp='tf.names.itsuki.NPC']怀疑[font color=@3][emb exp='tf.names.itsuki.mashima']就是犯人[resetfont]吗……","balloon#edf1340ddeb130154d881ef45381958c","机翻辅助：

[emb exp='tf.names.itsuki.NPC']怀疑[font color=@3][emb exp='tf.names.itsuki.mashima']就是犯人[resetfont]吗……

[emb exp='tf.names.itsuki.NPC']怀疑[emb exp='tf.names.itsuki.mashima']是凶手[font color=@3]吗……[resetfont]

[emb exp='tf.names.itsuki.NPC']怀疑[emb exp='tf.names.itsuki.mashima']是犯人吗……[font color=@3][resetfont]"
"balloon#9d9311dac2cb00c671877f92e9fc29a9","关于[emb exp='tf.names.NPC.mashima']，如果知道什么的话，可以告诉我吗？","balloon#9d9311dac2cb00c671877f92e9fc29a9","机翻辅助：

关于[emb exp='tf.names.NPC.mashima']，如果知道什么的话，可以告诉我吗？

关于[emb exp='tf.names.NPC.mashima']，如果知道什么的话能告诉我吗？"
"balloon#25300b8eef0735f36291cc1fe2ee4eca","我知道了，我马上向[emb exp='tf.names.itsuki.NPC']报告。","balloon#25300b8eef0735f36291cc1fe2ee4eca","机翻辅助：

我知道了，我马上向[emb exp='tf.names.itsuki.NPC']报告。

我知道了，马上向[emb exp='tf.names.itsuki.NPC']报告。

知道了，马上向[emb exp='tf.names.itsuki.NPC']报告。"
"balloon#f6ccb34d18e8fde5c84e522486382a62","这次也请各位适度地期待吧。","balloon#f6ccb34d18e8fde5c84e522486382a62","机翻辅助：

这次也请各位适度地期待吧。

这次也适度，期待哟。

这次也很期待哦。"
"balloon#358d5b2110e4c3559af4c166bd2bf167","是[emb exp='tf.names.itsuki.mashima']很可疑，还是[emb exp='tf.names.itsuki.NPC']误会了呢？","balloon#358d5b2110e4c3559af4c166bd2bf167","机翻辅助：

是[emb exp='tf.names.itsuki.mashima']很可疑，还是[emb exp='tf.names.itsuki.NPC']误会了呢？

[emb exp='tf.names.itsuki.mashima']是奇怪的，还是[emb exp='tf.names.itsuki.NPC']想错了。

是[emb exp='tf.names.itsuki.mashima']可疑，还是[emb exp='tf.names.itsuki.NPC']误会了？"
"balloon#e25ca9de81d61694fc56fcc96030b075","无论如何，只要洗清[font color=@3][emb exp='tf.names.itsuki.mashima']的不在场证明[resetfont]，答案就会水落石出吧。","balloon#e25ca9de81d61694fc56fcc96030b075","机翻辅助：

无论如何，只要洗清[font color=@3][emb exp='tf.names.itsuki.mashima']的不在场证明[resetfont]，答案就会水落石出吧。

不管怎样，只要洗清[emb exp='tf.names.itsuki.mashima']的不在场证明，就能找到答案。[font color=@3][resetfont]

不管怎样，只要洗掉[emb exp='tf.names.itsuki.mashima']的不在场证明，就能找到答案。[font color=@3][resetfont]"
"speaker_主人公","主人公","speaker_主人公",""
