"source","target","id","developer_comments"
"balloon#73e6d4a074ec03060b0b37ff634fc840","……もちろん、[emb exp='tf.names.NPC.yuuki']が襲われたことは気になっている。","balloon#73e6d4a074ec03060b0b37ff634fc840","NPC"
"balloon#f3869675da9c29691df5945b5e9a5035","だがそれよりも、先に明らかにすべきは……","balloon#f3869675da9c29691df5945b5e9a5035","NPC"
"balloon#360528b03f5718d1b0b3508ace7361b8","[font color=@3][emb exp='tf.names.NPC.tetsuo']が、いつ殺されたか[resetfont]だ。","balloon#360528b03f5718d1b0b3508ace7361b8","NPC"
"balloon#93ca0c2c418100cd52e68287b3b147b4","まずは犯行時刻を特定したい。","balloon#93ca0c2c418100cd52e68287b3b147b4","NPC"
"balloon#066aaf3678ed0a35266133eb303d96fb","[emb exp='tf.names.itsuki.NPC']は、[font color=@3][emb exp='tf.names.itsuki.tetsuo']が殺された犯行時刻[resetfont]が気になっているのか。","balloon#066aaf3678ed0a35266133eb303d96fb","主人公"
"balloon#653dabb8883325faeceb0399b37a5591","……正直、身元もわからない[emb exp='tf.names.NPC.itsuki']にこんなことを尋ねるのもどうかと思っている。","balloon#653dabb8883325faeceb0399b37a5591","NPC"
"balloon#40a6f2ffae4ad22832ccd3d73d15b75f","だが疑わしいからこそ、捜査に協力して身の潔白を証明してほしい。","balloon#40a6f2ffae4ad22832ccd3d73d15b75f","NPC"
"balloon#a949d779c0dc3819a84f6c81d6da3329","はい、[emb exp='tf.names.itsuki.mashima']に信用してもらえるよう頑張ります！","balloon#a949d779c0dc3819a84f6c81d6da3329","主人公"
"balloon#4845437f1433740e80192ea5a64cbd0c","ああ……[l][chara_mod time=""@f1"" name=""NPC"" face=""normal""]期待して待っているよ。","balloon#4845437f1433740e80192ea5a64cbd0c","NPC"
"balloon#58210b9058c710662ac9b09e6325aa1b","[emb exp='tf.names.itsuki.tetsuo']が殺された犯行時刻か。","balloon#58210b9058c710662ac9b09e6325aa1b","主人公"
"balloon#1fdc78c47c1210264b54c49516bda18a","[emb exp='tf.names.itsuki.tetsuo']が[font color=@3]犯行現場の山小屋にいた理由[resetfont]がわかれば、なにかにつながるかも……。","balloon#1fdc78c47c1210264b54c49516bda18a","主人公"
"speaker_主人公","主人公","speaker_主人公",""
