"source","target","id","developer_comments"
"text#ea829957cca6edd2dfa70ba5dcc91875","我还不敢相信。","text#ea829957cca6edd2dfa70ba5dcc91875","机翻辅助：

我还不敢相信。

我还是不敢相信。"
"text#7bcfcb8a85768692fb1e4a69c6a367e6","歌叶不是被卷入“神隐”，而是我们之中某个人……","text#7bcfcb8a85768692fb1e4a69c6a367e6","机翻辅助：

歌叶不是被卷入“神隐”，而是我们之中某个人……

歌叶不是被卷入了“神隐”，而是其中的某个人……

歌叶并不是被卷入了“神隐”，而是其中的某个人……"
"text#cc01fd91ccb556462e3da931e2d7a80e","是的，我也不想这么想……[l]但这是不争的事实。","text#cc01fd91ccb556462e3da931e2d7a80e","机翻辅助：

是的，我也不想这么想……[l]但这是不争的事实。

是的，我也不想这么想……[l]确实是事实。

是的，我也不想这么想……[l]这是不争的事实。"
"text#5dfede7edd7c77f9c968134b85212155","过去的“神隐”事件，或许真的是人为引发的……[l][chara_mod name=""結城"" face=""stunned"" time=""100""]是这个意思吗？","text#5dfede7edd7c77f9c968134b85212155","机翻辅助：

过去的“神隐”事件，或许真的是人为引发的……[l][chara_mod name=""結城"" face=""stunned"" time=""100""]是这个意思吗？

过去的“神隐”，说不定真的是被人的手引起了的事件……[l][chara_mod name=""結城"" face=""stunned"" time=""100""]这样的事吗？

过去的“神隐”，也许真的是由人一手造成的事件……[l][chara_mod name=""結城"" face=""stunned"" time=""100""]是这样吗？"
"text#7b576b1ea2583d92e2ddb1297ec08169","……有这个可能。","text#7b576b1ea2583d92e2ddb1297ec08169","机翻辅助：

……有这个可能。

……有那个可能性。"
"text#8eadf642d29bba5eef34c21786c18e11","到底是谁？为了什么目的这么做……","text#8eadf642d29bba5eef34c21786c18e11","机翻辅助：

到底是谁？为了什么目的这么做……

到底是谁，为了什么而做那样的事……

到底是谁，为什么要这么做……"
"text#82812737d453dddaf0b6817f700c5d5c","在这座小岛上，就算发生这种事件，犯人也会马上被逮捕。","text#82812737d453dddaf0b6817f700c5d5c","机翻辅助：

在这座小岛上，就算发生这种事件，犯人也会马上被逮捕。

在这么小的岛上，即使发生那样的事件，犯人也会马上被逮捕。

在这么小的岛上，犯下那样的案件，犯人很快就会被逮捕。"
"text#dd62546c281265aabaaff1f3bb28010c","真岛巡查真的是很优秀的警察。","text#dd62546c281265aabaaff1f3bb28010c","机翻辅助：

真岛巡查真的是很优秀的警察。

真岛巡警真的是优秀的警察。"
"text#7895d78f5bbefbaba4cb83ce7ac443c6","他一定会抓到犯人。","text#7895d78f5bbefbaba4cb83ce7ac443c6","机翻辅助：

他一定会抓到犯人。

如果是他的话，绝对能抓到犯人。

如果是他的话，绝对会抓住犯人的。"
"text#c15d50f0522fc931a831f11328962e7e","……您很信任他呢。","text#c15d50f0522fc931a831f11328962e7e","机翻辅助：

……您很信任他呢。

……你很信任他呢。

……很信赖呢。"
"text#2d3cd7834b3f5097ce704988085e3862","咦？是、是的！","text#2d3cd7834b3f5097ce704988085e3862","机翻辅助：

咦？是、是的！

啊，是，是！"
"text#50ff73689fba4c4cda978fd48c5c1483","那个，我并没有什么特别的意思，就是，呃……","text#50ff73689fba4c4cda978fd48c5c1483","机翻辅助：

那个，我并没有什么特别的意思，就是，呃……

那个，不是特别的意思，那个，那个……

那个，没什么特别的意思，那个，呃……"
"text#af34869a84fe689c70ded96511a0d162","……她是个非常值得信赖的人。","text#af34869a84fe689c70ded96511a0d162","机翻辅助：

……她是个非常值得信赖的人。

……是非常值得信赖的人。

……非常值得信赖的人。"
"text#d6bd649b956af300bc2b47a4e33c13d3","去年刚来这座岛上赴任时，我非常不安。","text#d6bd649b956af300bc2b47a4e33c13d3","机翻辅助：

去年刚来这座岛上赴任时，我非常不安。

去年刚到这座岛赴任的时候，我非常不安。

去年刚到这个岛上赴任的时候，我非常不安。"
"text#cad319d33e3adb4762322667d0d53d2c","我在本土的经验也不多，竟然要照顾不同年级的孩子……","text#cad319d33e3adb4762322667d0d53d2c","机翻辅助：

我在本土的经验也不多，竟然要照顾不同年级的孩子……

在本土经验也很浅的新任的我，竟然把年级不同的孩子汇总起来看……

在本土经验尚浅的我，竟然把不同年级的孩子放在一起看……"
